RESDATE,insurance_cost_millions,QBFASSET,CITY,FAILDATE,CERT,RESTYPE,SAVR,bank_name,ID,fail_year,fail_decade
,,679.0,SALEM,1971-04-05,8332.0,FAILURE,FDIC,BANK OF SALEM,494,1971,1970
,,2196.0,CARLOCK,1971-02-17,10472.0,FAILURE,FDIC,FARMERS STATE BANK OF CARLOCK,495,1971,1970
,,78903.0,HOUSTON,1971-01-25,18254.0,FAILURE,FDIC,SHARPSTOWN STATE BANK,496,1971,1970
,,109739.0,BIRMINGHAM,1971-02-16,18316.0,FAILURE,FDIC,BIRMINGHAM-BLOOMFIELD BANK,497,1971,1970
,,1300000.0,DETROIT,1972-01-18,,ASSISTANCE,FDIC,BANK OF THE COMMONWEALTH,498,1972,1970
,,22054.0,WAKEFIELD,1972-05-27,18365.0,FAILURE,FDIC,SURETY BANK AND TRUST COMPANY,499,1972,1970
,,81.0,LEWISPORT,1934-08-06,,FAILURE,FDIC,BANK OF LEWISPORT,5,1934,1930
,,56.0,AMHERST,1936-03-18,,FAILURE,FDIC,FARMERS STATE BANK,50,1936,1930
,,1265868.0,SAN DIEGO,1973-10-18,3506.0,FAILURE,FDIC,UNITED STATES NATIONAL BANK,500,1973,1970
,,8072.0,ELDORA,1973-10-05,10498.0,FAILURE,FDIC,FIRST NATIONAL BANK OF ELDORA,501,1973,1970
,,16242.0,VERNON,1973-07-16,11170.0,FAILURE,FDIC,THE FIRST STATE BANK,502,1973,1970
,,3186.0,ELM CREEK,1973-05-07,16214.0,FAILURE,FDIC,ELM CREEK STATE BANK,503,1973,1970
,,9780.0,FERRIDAY,1973-01-19,18535.0,FAILURE,FDIC,DELTA SECURITY BANK AND TRUST COMPANY,504,1973,1970
,,6527.0,DENVER,1973-03-26,20550.0,FAILURE,FDIC,SKYLINE NATIONAL BANK,505,1973,1970
,,3655662.0,NEW YORK,1974-10-08,7060.0,FAILURE,FDIC,FRANKLIN NATIONAL BANK,506,1974,1970
,,147137.0,ORANGEBURG,1974-09-20,11543.0,FAILURE,FDIC,AMERICAN BANK & TRUST,507,1974,1970
,,3502.0,CROMWELL,1974-10-09,14250.0,FAILURE,FDIC,CROMWELL STATE SAVINGS BANK,508,1974,1970
,,16295.0,WARREN,1974-09-27,17918.0,FAILURE,FDIC,TRI-CITY BANK,509,1974,1970
,,,BOSWORTH,1936-03-18,,FAILURE,FDIC,CITIZENS BANK OF BOSWORTH,51,1936,1930
,,74354.0,CHICAGO,1975-07-12,917.0,FAILURE,FDIC,STATE BANK OF CLEARING,510,1975,1970
,,147563.0,MILWAUKEE,1975-10-21,6203.0,FAILURE,FDIC,"AMERICAN CITY BANK & TRUST COMPANY, N.A.",511,1975,1970
,,18049.0,PICAYUNE,1975-06-18,11427.0,FAILURE,FDIC,BANK OF PICAYUNE,512,1975,1970
,,2449.0,CHIDESTER,1975-07-01,13082.0,FAILURE,FDIC,BANK OF CHIDESTER,513,1975,1970
,,5176.0,ALGOMA,1975-05-30,15154.0,FAILURE,FDIC,ALGOMA BANK,514,1975,1970
,,2898.0,JENNINGS,1975-12-27,17376.0,FAILURE,FDIC,THE FIRST STATE BANK OF JENNINGS,515,1975,1970
,,20690.0,HOUSTON,1975-03-24,19377.0,FAILURE,FDIC,FRANKLIN BANK,516,1975,1970
,,11406.0,CHICOPEE,1975-05-09,19596.0,FAILURE,FDIC,CHICOPEE BANK & TRUST COMPANY,517,1975,1970
,,5657.0,WILCOX,1975-12-19,19637.0,FAILURE,FDIC,THE PEOPLES BANK,518,1975,1970
,,7576.0,KANSAS CITY,1975-01-03,19834.0,FAILURE,FDIC,SWOPE PARKWAY NATIONAL BANK,519,1975,1970
,,,RILEY,1936-03-24,,FAILURE,FDIC,THE FARMERS STATE BANK,52,1936,1930
,,14879.0,CHARLOTTE AMALIE,1975-10-24,20465.0,FAILURE,FDIC,THE PEOPLES BANK OF THE VIRGIN ISLANDS,520,1975,1970
,,103782.0,CLEVELAND,1975-02-19,20478.0,FAILURE,FDIC,NORTHERN OHIO BANK,521,1975,1970
,,5471.0,HOUSTON,1975-10-16,20523.0,FAILURE,FDIC,ASTRO BANK,522,1975,1970
,,,WILMINGTON,1976-03-15,,ASSISTANCE,FDIC,FARMERS BANK OF THE STATE OF DELAWARE,523,1976,1970
,,13754.0,RIO GRANDE CITY,1976-11-19,,FAILURE,FDIC,FIRST STATE BANK & TRUST CO.,524,1976,1970
,,224502.0,NEW YORK,1976-09-15,638.0,FAILURE,FDIC,AMERICAN BANK & TRUST COMPANY,525,1976,1970
,,412107.0,CHATTANOOGA,1976-02-16,4921.0,FAILURE,FDIC,THE HAMILTON NATIONAL BANK OF CHATTANOOGA,526,1976,1970
,,507.0,MT. ZION,1976-06-25,8780.0,FAILURE,FDIC,MT. ZION DEPOSIT BANK,527,1976,1970
,,13670.0,PHILADELPHIA,1976-10-19,9150.0,FAILURE,FDIC,CENTENNIAL BANK,528,1976,1970
,,40075.0,ATLANTA,1976-10-08,10070.0,FAILURE,FDIC,THE HAMILTON BANK AND TRUST COMPANY,529,1976,1970
,,,DONELSON,1936-03-25,,FAILURE,FDIC,DONELSON BANK & TRUST CO.,53,1936,1930
,,17410.0,CARRIZO SPRINGS,1976-06-28,11548.0,FAILURE,FDIC,CITIZENS STATE BANK,530,1976,1970
,,18141.0,HOUSTON,1976-06-03,17902.0,FAILURE,FDIC,NORTHEAST BANK OF HOUSTON,531,1976,1970
,,56018.0,SAN LEANDRO,1976-05-21,18470.0,FAILURE,FDIC,FIRST STATE BANK OF NORTHERN CALIFORNIA,532,1976,1970
,,31652.0,BLOOMFIELD,1976-01-10,18798.0,FAILURE,FDIC,THE BANK OF BLOOMFIELD,533,1976,1970
,,176320.0,NEW ORLEANS,1976-12-03,19539.0,FAILURE,FDIC,INTERNATIONAL CITY BANK AND TRUST COMPANY,534,1976,1970
,,14072.0,JERSEY CITY,1976-06-14,20092.0,FAILURE,FDIC,FIRST STATE BANK OF HUDSON COUNTY,535,1976,1970
,,6662.0,BOSTON,1976-09-14,20120.0,FAILURE,FDIC,THE NEW BOSTON BANK AND TRUST COMPANY,536,1976,1970
,,7756.0,HOUSTON,1976-02-25,20294.0,FAILURE,FDIC,SOUTH TEXAS BANK,537,1976,1970
,,4033.0,WOODMOOR,1976-01-12,20405.0,FAILURE,FDIC,BANK OF WOODMOOR,538,1976,1970
,,2613.0,DENVER,1976-06-25,21021.0,FAILURE,FDIC,CORONADO NATIONAL BANK,539,1976,1970
,,30.0,CLIFTON,1936-03-27,,FAILURE,FDIC,CLIFTON STATE BANK,54,1936,1930
,,2044.0,FOSS,1977-03-10,415.0,FAILURE,FDIC,FIRST STATE BANK,540,1977,1970
,,5509.0,DONAHUE,1977-08-26,13914.0,FAILURE,FDIC,DONAHUE SAVINGS BANK,541,1977,1970
,,190254.0,SAN GERMAN,1977-09-02,16878.0,ASSISTANCE,FDIC,BANCO ECONOMIAS,542,1977,1970
,,24223.0,AUGUSTA,1977-05-20,19871.0,FAILURE,FDIC,FIRST AUGUSTA BANK & TRUST COMPANY,543,1977,1970
,,4315.0,MONROE,1977-03-28,21218.0,FAILURE,FDIC,THE MONROE BANK AND TRUST COMPANY,544,1977,1970
,,6267.0,NEW ORLEANS,1977-07-29,21640.0,FAILURE,FDIC,REPUBLIC NATIONAL BANK OF LOUISIANA,545,1977,1970
,,1660.0,FAUNSDALE,1978-07-21,856.0,FAILURE,FDIC,WATKINS BANKING COMPANY,546,1978,1970
,,12652.0,CAMDEN,1978-03-01,1726.0,FAILURE,FDIC,WILCOX COUNTY BANK,547,1978,1970
,,4538.0,NOTASULGA,1978-01-26,1733.0,FAILURE,FDIC,FIRST BANK OF MACON COUNTY,548,1978,1970
,,226826.0,CHICAGO,1978-01-19,3623.0,FAILURE,FDIC,THE DROVERS' NATIONAL BANK OF CHICAGO,549,1978,1970
,,181.0,EARL PARK,1936-03-28,,FAILURE,FDIC,THE EARL PARK STATE BANK,55,1936,1930
,,712540.0,PONCE,1978-03-31,16875.0,FAILURE,FDIC,BANCO CREDITO Y DE AHORRO PONCENO,550,1978,1970
,,9352.0,SAN JUAN,1978-09-05,19575.0,FAILURE,FDIC,BANCO DE AHORRO DE PUERTO RICO,551,1978,1970
,,26466.0,ARLINGTON,1978-12-16,20315.0,FAILURE,FDIC,NORTH POINT STATE BANK,552,1978,1970
,,32818.0,UTICA,1979-09-28,8249.0,FAILURE,FDIC,FIDELITY BANK,553,1979,1970
,,3468.0,ENVILLE,1979-06-16,9195.0,FAILURE,FDIC,BANK OF ENVILLE,554,1979,1970
,,5869.0,DOERUN,1979-01-05,16294.0,FAILURE,FDIC,TONEY BROTHERS BANK,555,1979,1970
,,7876.0,CHICAGO,1979-07-14,16403.0,FAILURE,FDIC,THE GUARANTY BANK & TRUST COMPANY,556,1979,1970
,,5038.0,PROTECTION,1979-09-21,17377.0,FAILURE,FDIC,THE FARMERS STATE BANK,557,1979,1970
,,16933.0,CHICAGO,1979-07-14,17710.0,FAILURE,FDIC,GATEWAY NATIONAL BANK,558,1979,1970
,,10659.0,HOUSTON,1979-10-12,20237.0,FAILURE,FDIC,AMERICAN NATIONAL BANK,559,1979,1970
,,150.0,LELAND,1936-03-31,,FAILURE,FDIC,LELAND COOPERATIVE BANK,56,1936,1930
,,12681.0,LIVINGSTON,1979-10-12,21816.0,FAILURE,FDIC,LIVINGSTON STATE BANK,560,1979,1970
,,32586.0,BIRMINGHAM,1979-06-14,22102.0,FAILURE,FDIC,SOUTHERN NATIONAL BANK,561,1979,1970
,,5059.0,PUEBLO WEST,1979-01-26,22110.0,FAILURE,FDIC,VILLAGE BANK,562,1979,1970
1/11/1980,88.0,3027.0,LAKE HELEN,1980-01-11,21291.0,FAILURE,FDIC,BANK OF LAKE HELEN,563,1980,1980
2/1/1980,127.0,33185.0,HONOLULU,1980-02-01,31431.0,ASSISTANCE,FSLIC,FIRST S&LA,564,1980,1980
2/12/1980,221.0,12444.0,CARRINGTON,1980-02-12,19177.0,FAILURE,FDIC,FIRST NATIONAL BK OF CARRINGTON,565,1980,1980
2/16/1980,221.0,5908.0,GREENFIELD,1980-02-16,21751.0,FAILURE,FDIC,MOHAWK BK & TR CO.,566,1980,1980
3/1/1980,,376399.0,UNIVERSITY HEIGHTS,1980-03-01,30928.0,ASSISTANCE,FSLIC,WASHINGTON FS&LA,567,1980,1980
4/28/1980,0.0,7953042.0,PHILADELPHIA,1980-04-28,719.0,ASSISTANCE,FDIC,"FIRST PENNSYLVANIA BK, N.A.",568,1980,1980
5/1/1980,1518.0,26690.0,CARLSBAD,1980-05-01,29607.0,ASSISTANCE,FSLIC,CARLSBAD S&LA,569,1980,1980
,,23.0,HOLCOMB,1936-03-31,,FAILURE,FDIC,BANK OF HOLCOMB,57,1936,1930
5/1/1980,,264460.0,CHICAGO,1980-05-01,29900.0,ASSISTANCE,FSLIC,TELEGRAPH S&LA,570,1980,1980
5/1/1980,,74926.0,GLOUCESTER CITY,1980-05-01,31221.0,ASSISTANCE,FSLIC,CONTINENTAL S&LA,571,1980,1980
6/4/1980,7.0,1980.0,VIOLA,1980-06-04,17615.0,FAILURE,FDIC,THE CITIZENS STATE BANK,572,1980,1980
6/4/1980,14611.0,102053.0,BERWYN,1980-06-04,30015.0,ASSISTANCE,FSLIC,FIRST CALUMET CITY SAVINGS,573,1980,1980
6/28/1980,8105.0,39804.0,JELLICO,1980-06-28,4939.0,FAILURE,FDIC,CITY & COUNTY BK OF CAMPBELL CTY,574,1980,1980
7/1/1980,1864.0,24009.0,PROVIDENCE,1980-07-01,31289.0,ASSISTANCE,FSLIC,MAYFLOWER FS&LA,575,1980,1980
8/1/1980,1161.0,235418.0,CORAL GABLES,1980-08-01,31014.0,ASSISTANCE,FSLIC,UNIVERSITY FS&LA,576,1980,1980
8/8/1980,14992.0,86436.0,MISSION,1980-08-08,1368.0,FAILURE,FDIC,THE MISSION STATE BK & TR CO.,577,1980,1980
9/1/1980,2000.0,54603.0,MARION,1980-09-01,31312.0,ASSISTANCE,FSLIC,SECURITY S&LA,578,1980,1980
9/12/1980,2348.0,26969.0,HUNTINGTON,1980-09-12,19611.0,FAILURE,FDIC,"THE METRO BK OF HUNTINGTON, INC.",579,1980,1980
,,50.0,CROSS PLAINS,1936-04-10,,FAILURE,FDIC,CROSS PLAINS BANK,58,1936,1930
10/11/1980,778.0,8430.0,ROCHELLE,1980-10-11,17762.0,FAILURE,FDIC,THE ROCHELLE BK & TR CO.,580,1980,1980
10/14/1980,13270.0,131814.0,NILES,1980-10-14,29504.0,ASSISTANCE,FSLIC,FIRST OF NILES FS&LA,581,1980,1980
11/1/1980,,25351.0,SIOUX CITY,1980-11-01,30901.0,ASSISTANCE,FSLIC,SIOUX CITY FS&LA,582,1980,1980
11/21/1980,974.0,10338.0,GALENA,1980-11-21,15559.0,FAILURE,FDIC,CITIZENS STATE BK OF GALENA,583,1980,1980
12/31/1980,957.0,43980.0,GADSDEN,1980-12-31,40.0,FAILURE,FDIC,EAST GADSDEN BANK,584,1980,1980
1/18/1981,73650.0,686365.0,MINNEAPOLIS,1981-01-18,28693.0,ASSISTANCE,FSLIC,HOME SA,585,1981,1980
2/9/1981,1564.0,97566.0,CHICAGO,1981-02-09,31010.0,ASSISTANCE,FSLIC,FRANKLIN SA,586,1981,1980
2/9/1981,,15689.0,STATESVILLE,1981-02-09,31721.0,ASSISTANCE,FSLIC,SECURITY OF STATESVILLE,587,1981,1980
3/14/1981,1138.0,46503.0,DES PLAINES,1981-03-14,18373.0,FAILURE,FDIC,THE DES PLAINES BANK,588,1981,1980
3/14/1981,3515.0,27505.0,CHICAGO,1981-03-14,20688.0,FAILURE,FDIC,SOUTH SIDE BANK,589,1981,1980
,,72.0,HARDIN,1936-04-18,,FAILURE,FDIC,HARDIN BANK,59,1936,1930
3/17/1981,435.0,8391.0,BOSTON,1981-03-17,16556.0,FAILURE,FDIC,PEOPLES BANKING COMPANY,590,1981,1980
4/30/1981,31378.0,125905.0,NORTHPORT,1981-04-30,29525.0,ASSISTANCE,FSLIC,GUARDIAN FSB,591,1981,1980
5/9/1981,3750.0,40512.0,FAIRBANKS,1981-05-09,31017.0,ASSISTANCE,FSLIC,ARCTIC FS&LA,592,1981,1980
5/18/1981,21974.0,73870.0,CHICAGO,1981-05-18,30480.0,FAILURE,FSLIC,ECONOMY S&LA,593,1981,1980
5/31/1981,145783.0,547636.0,NEW YORK,1981-05-31,29270.0,ASSISTANCE,FSLIC,NY & SUBURBAN FS&LA,594,1981,1980
6/1/1981,15708.0,63802.0,ELK GROVE VILLAGE,1981-06-01,28190.0,ASSISTANCE,FSLIC,FINANCIAL SECURITY S&LA,595,1981,1980
6/19/1981,1017.0,6737.0,NORTH BEND,1981-06-19,22640.0,FAILURE,FDIC,NORTHWEST COMMERCE BANK,596,1981,1980
6/21/1981,2513.0,22872.0,WASHINGTON,1981-06-21,31705.0,ASSISTANCE,FSLIC,COMMUNITY FS&LA,597,1981,1980
7/1/1981,3642.0,57378.0,NEW BERN,1981-07-01,30272.0,ASSISTANCE,FSLIC,FIRST FS&LA OF NEW BERN,598,1981,1980
7/10/1981,1811.0,5925.0,BELLAIRE,1981-07-10,31754.0,ASSISTANCE,FSLIC,FIRST FINANCIAL FS&LA,599,1981,1980
,,91.0,BONGARDS,1934-09-13,,FAILURE,FDIC,FARMERS STATE BANK OF BONGARDS,6,1934,1930
,,128.0,REVILLO,1936-04-21,,FAILURE,FDIC,FARMERS & MERCHANTS BANK,60,1936,1930
8/9/1981,25785.0,144051.0,ROCKVILLE,1981-08-09,30875.0,ASSISTANCE,FSLIC,COUNTY FS&LA,600,1981,1980
9/8/1981,315500.0,2496182.0,NEW YORK,1981-09-08,28630.0,ASSISTANCE,FSLIC,WEST SIDE FS&LA,601,1981,1980
8/15/1986,,1195291.0,ROCHESTER,1981-09-08,28678.0,FAILURE,FSLIC,FIRST FS&LA OF ROCHESTER,602,1981,1980
9/8/1981,200000.0,947357.0,NEW YORK,1981-09-08,30496.0,ASSISTANCE,FSLIC,FRANKLIN SOCIETY FS&LA,603,1981,1980
9/8/1981,147223.0,1201562.0,MIAMI BEACH,1981-09-08,30603.0,ASSISTANCE,FSLIC,WASHINGTON FS&LA,604,1981,1980
9/15/1981,9397.0,49718.0,RAPID CITY,1981-09-15,31506.0,ASSISTANCE,FSLIC,PERPETUAL S&LA,605,1981,1980
9/25/1981,0.0,5308.0,TUCSON,1981-09-25,20778.0,FAILURE,FDIC,SOUTHWESTERN BANK,606,1981,1980
10/2/1981,799330.0,416460.0,WARSON WOODS,1981-10-02,28604.0,ASSISTANCE,FSLIC,LAFAYETTE FS&LA,607,1981,1980
10/7/1981,,129782.0,ELMHURST,1981-10-07,30703.0,ASSISTANCE,FSLIC,RESERVE S&LA,608,1981,1980
10/23/1981,1185.0,3706.0,LA PINE,1981-10-23,22975.0,FAILURE,FDIC,HIGH LAKES COMMUNITY BANK,609,1981,1980
,,,NORBORNE,1936-04-22,,FAILURE,FDIC,NORBORNE TRUST COMPANY,61,1936,1930
10/30/1981,1698.0,10599.0,PUEBLO,1981-10-30,19379.0,FAILURE,FDIC,MIDTOWN NATIONAL BANK,610,1981,1980
11/4/1981,678374.0,2475384.0,NEW YORK,1981-11-04,16067.0,ASSISTANCE,FDIC,GREENWICH SAVINGS BANK,611,1981,1980
11/19/1981,-253.0,2552308.0,FT. LAUDERDALE,1981-11-19,28967.0,ASSISTANCE,FSLIC,FIRST FS&LA OF BROWARD COUNTY,612,1981,1980
11/1/1983,,,SANTURCE,1981-11-20,30387.0,ASSISTANCE,FSLIC,FIRST FS&LA OF PUERTO RICO,613,1981,1980
11/20/1981,,43915.0,RIO PIEDRAS,1981-11-20,31773.0,ASSISTANCE,FSLIC,"PAN AMERICAN, FS&LA",614,1981,1980
11/30/1981,9992.0,291326.0,WHITE PLAINS,1981-11-30,28675.0,ASSISTANCE,FSLIC,EMPIRE STATE FS&LA,615,1981,1980
11/30/1981,49.0,33451.0,BATON ROUGE,1981-11-30,30964.0,ASSISTANCE,FSLIC,GUARANTY FS&LA,616,1981,1980
12/4/1981,32912.0,910243.0,NEW YORK,1981-12-04,16064.0,ASSISTANCE,FDIC,CENTRAL SAVINGS BANK,617,1981,1980
12/5/1981,,97999.0,PALOS HEIGHTS,1981-12-05,31138.0,ASSISTANCE,FSLIC,PALOS S&LA,618,1981,1980
12/9/1981,4711.0,91082.0,NEWARK,1981-12-09,28337.0,ASSISTANCE,FSLIC,MOHAWK S&LA,619,1981,1980
,,202.0,MILES,1936-04-23,,FAILURE,FDIC,GUARANTY BOND STATE BANK,62,1936,1930
12/9/1981,8803.0,275848.0,BOCA RATON,1981-12-09,31519.0,ASSISTANCE,FSLIC,BOCA RATON FS&LA,620,1981,1980
12/17/1981,1778.0,239540.0,LADUE,1981-12-17,27851.0,ASSISTANCE,FSLIC,HAMILTONIAN FS&LA,621,1981,1980
12/17/1981,795.0,84464.0,SIKESTON,1981-12-17,30938.0,ASSISTANCE,FSLIC,SECURITY FS&LA OF SIKESTON,622,1981,1980
12/17/1981,5226.0,615444.0,POMPANO BEACH,1981-12-17,31200.0,ASSISTANCE,FSLIC,SOUTHERN FS&LA OF BROWARD COUNTY,623,1981,1980
12/18/1981,61503.0,1452985.0,NEW YORK,1981-12-18,16051.0,ASSISTANCE,FDIC,UNION DIME SAVINGS BANK,624,1981,1980
1/15/1982,30233.0,1027986.0,BUFFALO,1982-01-15,15997.0,ASSISTANCE,FDIC,THE WESTERN NEW YORK SAVINGS BK,625,1982,1980
1/15/1982,63718.0,257629.0,HOUSTON,1982-01-15,30777.0,ASSISTANCE,FSLIC,REPUBLIC OF TEXAS SA,626,1982,1980
1/15/1982,26465.0,167603.0,DALLAS,1982-01-15,31056.0,ASSISTANCE,FSLIC,ROYAL FS&LA,627,1982,1980
1/15/1982,66712.0,308499.0,CHICAGO,1982-01-15,31268.0,ASSISTANCE,FSLIC,HYDE PARK FS&LA,628,1982,1980
1/15/1982,25286.0,155345.0,HOUSTON,1982-01-15,31426.0,ASSISTANCE,FSLIC,BUFFALO S&LA,629,1982,1980
,,53.0,ST. JOSEPH,1936-05-09,,FAILURE,FDIC,GROWERS EXCHANGE BANK,63,1936,1930
1/15/1982,7102.0,36758.0,IRVING,1982-01-15,31534.0,ASSISTANCE,FSLIC,CIVIC S&LA,630,1982,1980
1/15/1982,2314.0,11162.0,DALLAS,1982-01-15,31668.0,ASSISTANCE,FSLIC,EL CENTRO FS&LA,631,1982,1980
1/25/1982,9537.0,405823.0,NEW BRUNSWICK,1982-01-25,29737.0,ASSISTANCE,FSLIC,FIRST S&LA OF NEW BRUNSWICK,632,1982,1980
2/1/1982,2077.0,7667.0,INGLEWOOD,1982-02-01,31996.0,ASSISTANCE,FSLIC,INGLEWOOD FS&LA,633,1982,1980
2/5/1982,,34847.0,ADEL,1982-02-05,30407.0,ASSISTANCE,FSLIC,GUARANTY FS&LA,634,1982,1980
2/5/1982,4275.0,29288.0,CLINTON,1982-02-05,30702.0,ASSISTANCE,FSLIC,CENTRAL ILLINOIS B&HA,635,1982,1980
2/5/1982,,115922.0,BREMEN,1982-02-05,30913.0,ASSISTANCE,FSLIC,PEACH STATE FS&LA,636,1982,1980
2/5/1982,,17534.0,SYLVANIA,1982-02-05,31379.0,ASSISTANCE,FSLIC,FIRST FS&LA OF SYLVANIA,637,1982,1980
2/5/1982,,672428.0,FORT LAUDERDALE,1982-02-05,31481.0,ASSISTANCE,FSLIC,UNITED FS&LA OF BROWARD COUNTY,638,1982,1980
2/6/1982,2739.0,22138.0,TUSCOLA,1982-02-06,3751.0,FAILURE,FDIC,THE FIRST NATIONAL BANK AND TRUST COMPANY,639,1982,1980
,,62.0,FORD CITY,1936-05-13,,FAILURE,FDIC,FORD CITY STATE BANK,64,1936,1930
2/12/1982,0.0,267410.0,TAMPA,1982-02-12,21623.0,FAILURE,FDIC,METROPOLITAN BK & TR COMPANY,640,1982,1980
2/20/1982,1441.0,7097.0,YORKVILLE,1982-02-20,2376.0,FAILURE,FDIC,BANK OF YORKVILLE,641,1982,1980
2/20/1982,52420.0,1010324.0,MINNEAPOLIS,1982-02-20,12008.0,ASSISTANCE,FDIC,FARMERS & MECHANICS SAVINGS BANK OF MINNEA,642,1982,1980
2/20/1982,90383.0,1280548.0,CHICAGO,1982-02-20,27828.0,ASSISTANCE,FSLIC,"NORTH WEST, FS&LA",643,1982,1980
10/1/1986,255420.0,3402878.0,CHICAGO,1982-02-20,28244.0,FAILURE,FSLIC,"TALMAN HOME, FS&LA",644,1982,1980
2/20/1982,27420.0,280663.0,CHICAGO,1982-02-20,29938.0,ASSISTANCE,FSLIC,"ALLIANCE, S&LA",645,1982,1980
2/20/1982,79895.0,987429.0,NORRIDGE,1982-02-20,31035.0,ASSISTANCE,FSLIC,"UNITY, SA",646,1982,1980
3/1/1982,271.0,3908.0,WOODSON,1982-03-01,15088.0,FAILURE,FDIC,THE BANK OF WOODSON,647,1982,1980
3/8/1982,292.0,2308.0,CHICAGO,1982-03-08,30711.0,ASSISTANCE,FSLIC,MORGAN PARK S&LA,648,1982,1980
3/9/1982,,477525.0,NEW YORK,1982-03-09,29409.0,ASSISTANCE,FSLIC,NINTH FEDERAL SAVINGS,649,1982,1980
,,71.0,NEW TRUXTON,1936-05-14,,FAILURE,FDIC,FARMERS BANK OF NEW TRUXTON,65,1936,1930
3/9/1982,,528825.0,NEW YORK,1982-03-09,29727.0,ASSISTANCE,FSLIC,KNICKERBOCKER FS&LA,650,1982,1980
3/11/1982,77340.0,688491.0,NEWARK,1982-03-11,12015.0,ASSISTANCE,FDIC,"UNITED STATES BK OF NEWARK, N.J.",651,1982,1980
3/11/1982,44474.0,695542.0,SPOKANE,1982-03-11,19776.0,ASSISTANCE,FDIC,FIDELITY MUTUAL SAVINGS BANK,652,1982,1980
3/15/1982,,377728.0,HARTFORD,1982-03-15,29290.0,ASSISTANCE,FSLIC,HARTFORD FS&LA,653,1982,1980
3/26/1982,751362.0,3503545.0,NEW YORK,1982-03-26,15901.0,ASSISTANCE,FDIC,THE NEW YORK BK FOR SAVINGS,654,1982,1980
8/16/1982,10213.0,2909485.0,SAN FRANCISCO,1982-04-01,28251.0,ASSISTANCE,FSLIC,FIDELITY S&LA,655,1982,1980
4/2/1982,0.0,55412.0,HUMBOLDT,1982-04-02,4467.0,FAILURE,FDIC,THE FIRST NATIONAL BK IN HUMBOLD,656,1982,1980
4/2/1982,29256.0,2126384.0,PHILADELPHIA,1982-04-02,15698.0,ASSISTANCE,FDIC,THE WESTERN SAVING FUND SOCIETY OF PHILADE,657,1982,1980
4/3/1982,3544.0,14009.0,STAFFORD,1982-04-03,21068.0,FAILURE,FDIC,AQUIA BK & TR COMPANY,658,1982,1980
3/1/1984,634559.0,3534834.0,GALENA,1982-04-03,28820.0,ASSISTANCE,FSLIC,FIRST FS&LA OF CHICAGO,659,1982,1980
,,520.0,WEST MONROE,1936-05-23,,FAILURE,FDIC,WEST MONROE STATE BANK,66,1936,1930
4/3/1982,,633927.0,DOWNER'S GROVE,1982-04-03,31193.0,ASSISTANCE,FSLIC,"FIRST FINANCIAL, S&LA",660,1982,1980
8/1/1983,24982.0,1113263.0,CENTEREACH,1982-04-15,29037.0,ASSISTANCE,FSLIC,SUFFOLK COUNTY FS&LA,661,1982,1980
4/15/1982,36754.0,1409395.0,ROCKVILLE CENTRE,1982-04-15,29935.0,ASSISTANCE,FSLIC,COUNTY FS&LA,662,1982,1980
4/16/1982,575.0,8530.0,TYLER,1982-04-16,22103.0,FAILURE,FDIC,NATIONAL SECURITY BANK,663,1982,1980
4/29/1982,4928.0,9758.0,SAN DIEGO,1982-04-29,20988.0,FAILURE,FDIC,PACIFIC COAST BANK,664,1982,1980
4/30/1982,2095.0,8739.0,HUNTINGTON,1982-04-30,21569.0,FAILURE,FDIC,CARROLL COUNTY BANK,665,1982,1980
5/1/1982,2241.0,26807.0,CHARLESTON,1982-05-01,18299.0,FAILURE,FDIC,COLES COUNTY NATIONAL BANK OF CHARLESTON,666,1982,1980
5/15/1982,243.0,19915.0,YPSILANTAI,1982-05-15,20794.0,FAILURE,FDIC,COMMUNITY BK OF WASHTENAW,667,1982,1980
5/31/1982,,172401.0,BALTIMORE,1982-05-31,30975.0,ASSISTANCE,FSLIC,UNITED FS&LA,668,1982,1980
6/1/1982,,36285.0,MONTEBELLO,1982-06-01,31798.0,ASSISTANCE,FSLIC,MONTEBELLO FS&LA,669,1982,1980
,,,KOSHKONONG,1936-05-23,,FAILURE,FDIC,KOSHKONONG STATE BANK,67,1936,1930
6/10/1982,,62996.0,VALLEY CITY,1982-06-10,27899.0,ASSISTANCE,FSLIC,FIDELITY FS&LA,670,1982,1980
6/12/1982,320.0,21440.0,BAYAMON,1982-06-12,22321.0,FAILURE,FDIC,BANCO REGIONAL,671,1982,1980
6/23/1982,433.0,6316.0,TILLAR,1982-06-23,15933.0,FAILURE,FDIC,CITIZENS BANK,672,1982,1980
6/25/1982,8167.0,30852.0,LEWISTON,1982-06-25,10454.0,FAILURE,FDIC,FARMERS STATE BK OF LEWISTON,673,1982,1980
7/2/1982,1024.0,4251.0,BLAND,1982-07-02,13586.0,FAILURE,FDIC,THE BELLE-BLAND BANK,674,1982,1980
7/5/1982,64970.0,436484.0,OKLAHOMA CITY,1982-07-05,18153.0,FAILURE,FDIC,"PENN SQUARE BANK, N.A.",675,1982,1980
7/15/1982,700.0,13904.0,BRANSON,1982-07-15,31683.0,ASSISTANCE,FSLIC,TRI-LAKES FS&LA,676,1982,1980
7/16/1982,7092.0,45771.0,PITTSTON,1982-07-16,29452.0,ASSISTANCE,FSLIC,FIRST FS&LA OF PITTSTON,677,1982,1980
